,train_accuracy,train_loss,val_acc,val_loss
0,6.531881804043546,0.19690365331540027,0.18355750381399732,9.174311926605505
1,14.774494556765163,0.16284863945114111,0.1458285292354199,22.018348623853214
2,26.127527216174183,0.1366664475267449,0.11251263990314729,36.69724770642202
3,37.791601866251945,0.1102742159718859,0.09055098043669255,54.12844036697248
4,42.61275272161742,0.09988273126341136,0.11740114273281273,34.862385321100916
5,46.96734059097978,0.09369078153399621,0.0775068205430967,55.96330275229358
6,56.60964230171073,0.07613411772862934,0.06766415845363512,57.79816513761468
7,58.63141524105754,0.06886570922694348,0.07009118795394897,59.633027522935784
8,64.5412130637636,0.06287860325762125,0.06027247380772862,69.72477064220183
9,69.82892690513219,0.05125901149368583,0.04755638307387676,74.3119266055046
10,70.91757387247279,0.0474873815965875,0.040740004099837135,74.3119266055046
11,70.76205287713842,0.04912806878193726,0.043551596206262574,73.39449541284404
12,76.82737169517885,0.04133913741326814,0.03744398727329499,77.9816513761468
13,73.56143079315707,0.041023853268259976,0.03917341412754234,75.22935779816514
14,79.1601866251944,0.03607516067209733,0.035496358477741206,79.81651376146789
15,76.36080870917574,0.03766854037856611,0.03110354564605503,82.56880733944955
16,77.29393468118195,0.038220490466565775,0.034107646400775384,80.73394495412845
17,78.84914463452566,0.035844513824901905,0.029754406268443535,82.56880733944955
18,79.00466562986003,0.035463551502576324,0.03005288199547234,86.23853211009175
19,81.49300155520996,0.03307822916778398,0.03424114316975305,79.81651376146789
20,78.84914463452566,0.03514543324013705,0.0261280639182537,88.07339449541286
21,84.75894245723173,0.025311912721367683,0.029092960401412543,84.40366972477065
22,83.04821150855365,0.02753418792925578,0.026753826425709854,82.56880733944955
23,86.62519440124417,0.026004027627396918,0.04119760153490469,71.55963302752293
24,82.42612752721617,0.02977264025951062,0.029617477447614757,86.23853211009175
25,85.53654743390358,0.02392287547721833,0.028672814232493758,82.56880733944955
26,85.38102643856921,0.023877671252049704,0.027280558139906017,86.23853211009175
27,86.15863141524106,0.02076443839198323,0.023219141254731273,83.4862385321101
28,88.64696734059098,0.017720125650358423,0.03050103646899582,82.56880733944955
29,88.0248833592535,0.019534360032244753,0.02914364266833034,82.56880733944955
