,train_accuracy,train_loss,val_acc,val_loss
0,4.976671850699844,0.13213726484200816,6.422018348623854,0.12203660579996371
1,6.998444790046657,0.10439741407545691,10.091743119266056,0.10692720675687177
2,11.81959564541213,0.09639045424631928,29.357798165137616,0.09501704163507584
3,18.351477449455675,0.08634340021510147,27.522935779816514,0.0826756604220889
4,21.772939346811818,0.08068223207215684,32.11009174311927,0.08406764104825641
5,25.038880248833593,0.07991666723372962,45.87155963302752,0.06311170879853975
6,31.259720062208398,0.07353455727430376,32.11009174311927,0.07572285407180086
7,30.637636080870916,0.07827091068724637,44.95412844036697,0.059091750634919615
8,33.43701399688958,0.07231858562718654,48.62385321100918,0.061461998782026656
9,34.3701399688958,0.07064262630409253,44.95412844036697,0.050507581562077235
10,36.54743390357698,0.06510651704868299,56.88073394495413,0.04955334619644585
11,38.25816485225506,0.0618334704572639,51.37614678899083,0.049988782733952235
12,40.43545878693624,0.05739695519718745,51.37614678899083,0.0462609332635862
13,44.01244167962675,0.05666906522184286,58.71559633027523,0.04102495941547079
14,42.45723172628305,0.056185725873588215,65.13761467889908,0.04089661639764768
15,44.16796267496112,0.056545259607709585,60.550458715596335,0.0447363087890345
16,45.41213063763608,0.05769241894385307,60.550458715596335,0.034062655693894134
17,44.47900466562986,0.052224872920598436,62.38532110091744,0.03865473915677552
18,47.12286158631415,0.053201159644831394,67.88990825688074,0.03230580003983384
19,48.367029548989116,0.05107803913890666,69.72477064220183,0.03519220472475804
20,47.12286158631415,0.054867048100401786,64.22018348623854,0.0352853695187
21,46.034214618973564,0.05453046187642573,66.97247706422019,0.03580826302187158
22,42.30171073094868,0.056984251987878494,57.79816513761468,0.04212350309441943
23,46.81181959564541,0.05525221442731321,60.550458715596335,0.03828232496156605
24,51.632970451010884,0.04960129346298764,57.79816513761468,0.041063477686785775
25,45.10108864696734,0.05165065081086166,58.71559633027523,0.036211644837615686
26,46.18973561430793,0.05600652297955835,62.38532110091744,0.03466653495753577
27,43.07931570762053,0.05532835690452374,67.88990825688074,0.03723304752909809
28,49.922239502332815,0.0517626658754067,53.21100917431193,0.03759978779959022
29,50.69984447900467,0.04732473521358674,65.13761467889908,0.03291787029406346
30,51.632970451010884,0.04965069357010291,61.467889908256886,0.035742169126458126
31,49.14463452566096,0.048925755832280565,66.05504587155964,0.03266178632001265
32,48.67807153965785,0.051024946510142895,62.38532110091744,0.039669243567580476
33,48.367029548989116,0.049342577694734185,61.467889908256886,0.03715859367213118
34,50.233281493001556,0.055812282473266035,57.79816513761468,0.042516936949633675
35,50.38880248833593,0.05568418458312704,56.88073394495413,0.038027459328327705
36,46.96734059097978,0.05475923655377947,62.38532110091744,0.03677768062014099
37,50.233281493001556,0.0507719427764323,57.79816513761468,0.0426719746458421
38,51.01088646967341,0.0485551931068278,68.80733944954129,0.03518428496264536
39,52.255054432348366,0.04949694538190613,69.72477064220183,0.03537392069440369
40,54.121306376360806,0.04662274582018934,76.1467889908257,0.027455627644827608
41,52.255054432348366,0.04918174591628055,65.13761467889908,0.029602996253092356
42,55.83203732503888,0.04229425860229955,66.97247706422019,0.03265642955762531
43,53.810264385692065,0.04319202658918746,79.81651376146789,0.023894809801644143
44,57.85381026438569,0.03988036490154118,65.13761467889908,0.02656847183857489
45,58.78693623639191,0.03977886458763253,64.22018348623854,0.027377208438488322
46,57.69828926905132,0.04084547186157381,72.4770642201835,0.02375210575554349
47,55.2099533437014,0.0445451816170249,65.13761467889908,0.030303600184414366
48,58.009331259720064,0.04203980224870412,70.64220183486239,0.02621849797187595
49,58.009331259720064,0.04544912841790942,67.88990825688074,0.02786860280080673
50,49.4556765163297,0.05131072352870627,64.22018348623854,0.03468301864938998
51,47.58942457231726,0.05544044283648857,53.21100917431193,0.04309553728191131
52,44.16796267496112,0.057095570660675665,55.96330275229358,0.04474768507371255
53,47.27838258164852,0.05256492872816593,65.13761467889908,0.033084497812691085
54,49.30015552099533,0.051494980859533995,61.467889908256886,0.039800665794162575
55,51.47744945567651,0.04748657684118529,60.550458715596335,0.04447334020509632
56,49.30015552099533,0.05222717655205615,64.22018348623854,0.03914632655064994
57,48.98911353032659,0.05175887147894544,64.22018348623854,0.03913350991152842
58,42.61275272161742,0.05664610584638723,54.12844036697248,0.04289848377945226
59,44.63452566096423,0.055739595767684155,64.22018348623854,0.03574042145265352
60,44.63452566096423,0.05412392417898816,70.64220183486239,0.029645300786429588
61,50.077760497667185,0.052443882911053265,61.467889908256886,0.03530849502720964
62,50.38880248833593,0.05041472871047713,60.550458715596335,0.030378547830319187
63,48.98911353032659,0.05093196595252765,68.80733944954129,0.02768265872920325
64,51.16640746500777,0.04752548690161104,66.05504587155964,0.02931483787134153
65,55.83203732503888,0.04748031492366761,72.4770642201835,0.027726235192850095
66,49.766718506998444,0.05053663105467801,66.05504587155964,0.03208386351209168
67,49.922239502332815,0.05089099596299428,66.97247706422019,0.0307345991834588
68,54.43234836702955,0.04580476717852508,62.38532110091744,0.02669649345612307
69,53.499222395023324,0.045173616005139625,62.38532110091744,0.027933125649023494
70,55.36547433903577,0.04438698569871775,72.4770642201835,0.027445373185184023
71,55.05443234836703,0.043123130664855104,78.89908256880734,0.02300884362754472
72,51.01088646967341,0.04921301582923759,59.633027522935784,0.038015712838654125
73,49.14463452566096,0.05170532963694903,68.80733944954129,0.032658433695451926
74,52.72161741835148,0.048292924234322035,69.72477064220183,0.027966625646713678
75,56.45412130637636,0.04077261332914952,64.22018348623854,0.028175395016276507
76,55.2099533437014,0.04569148655812811,73.39449541284404,0.023544504008161913
77,54.58786936236392,0.047695190687758,73.39449541284404,0.027292848727025025
78,57.69828926905132,0.04662424270324351,66.97247706422019,0.02881186763080982
79,51.47744945567651,0.04763026296814345,70.64220183486239,0.030290801590735758
80,51.944012441679625,0.0480633361343277,70.64220183486239,0.027340892804872004
81,54.58786936236392,0.04407801311086533,70.64220183486239,0.02785043705494032
82,54.74339035769829,0.04345239478729746,75.22935779816514,0.024928497065097914
83,55.83203732503888,0.043909347956510573,75.22935779816514,0.021843127427844826
84,60.497667185069986,0.038784675798371644,79.81651376146789,0.019456017454829784
85,55.83203732503888,0.04497663136774422,68.80733944954129,0.027977716485294728
86,57.38724727838258,0.043376290872345444,68.80733944954129,0.023719594839516037
